Date,Product,Units_Sold,Revenue
2022-06-09,Smartphone,6,835.92
2022-12-29,Laptop,12,1958.3
2022-12-03,Laptop,15,1356.44
2022-09-21,Monitor,1,705.55
2022-06-12,Smartphone,2,675.63
2022-10-07,Smartphone,5,1205.35
2022-01-03,Tablet,6,408.13
2022-03-22,Printer,9,853.23
2022-10-19,Laptop,11,162.41
2022-06-28,Monitor,12,1956.19
2022-12-26,Smartphone,9,1693.5
2022-12-03,Monitor,8,1906.88
2022-11-11,Smartphone,13,166.13
2022-04-04,Tablet,19,1945.6
2022-08-05,Smartphone,7,1858.94
2022-01-22,Laptop,17,1485.77
2022-05-06,Laptop,15,840.94
2022-09-25,Tablet,9,653.95
2022-05-23,Printer,15,908.34
2022-09-25,Monitor,12,1654.99
2022-12-08,Tablet,3,1735.88
2022-04-13,Laptop,16,1563.91
2022-02-25,Printer,11,389.5
2022-08-15,Tablet,6,549.72
2022-04-16,Tablet,10,1496.77
2022-05-24,Laptop,17,494.94
2022-02-02,Smartphone,14,336.29
2022-04-27,Smartphone,2,228.83
2022-06-20,Printer,11,1828.97
2022-11-01,Tablet,11,1170.12
2022-11-30,Printer,13,675.62
2022-01-18,Tablet,3,106.19
2022-08-24,Printer,9,1104.27
2022-06-17,Laptop,8,1638.24
2022-12-29,Tablet,12,804.23
2022-12-12,Smartphone,13,1997.85
2022-12-01,Laptop,9,803.93
2022-12-22,Laptop,10,1831.62
2022-06-04,Printer,8,100.63
2022-08-28,Tablet,10,1365.54
2022-04-28,Smartphone,11,1727.11
2022-03-22,Smartphone,16,957.44
2022-11-06,Tablet,6,109.12
2022-12-10,Printer,14,1134.04
2022-06-17,Tablet,6,1061.54
2022-06-22,Monitor,14,664.81
2022-12-21,Smartphone,16,1740.55
2022-11-20,Tablet,19,1005.93
2022-08-06,Smartphone,17,1623.76
2022-08-16,Monitor,4,366.65
2022-07-10,Monitor,1,547.14
2022-08-14,Tablet,10,510.4
2022-06-17,Monitor,3,1500.57
2022-10-24,Smartphone,1,822.4
2022-07-08,Printer,5,512.51
2022-07-12,Laptop,14,1823.2
2022-01-01,Laptop,7,1465.94
2022-01-09,Laptop,17,1603.92
2022-03-16,Laptop,16,902.3
2022-12-02,Tablet,13,395.94
2022-12-15,Printer,1,486.22
2022-05-23,Monitor,17,1276.02
2022-11-11,Monitor,13,272.5
2022-07-13,Tablet,8,473.19
2022-01-10,Printer,11,1818.84
2022-05-19,Printer,18,926.15
2022-01-30,Smartphone,12,1258.24
2022-10-06,Monitor,14,454.68
2022-10-05,Printer,13,1623.78
2022-02-11,Printer,9,422.47
2022-08-16,Monitor,4,936.37
2022-10-12,Smartphone,15,168.15
2022-07-20,Monitor,10,141.69
2022-11-17,Printer,18,1691.58
2022-07-29,Monitor,17,729.61
2022-06-27,Printer,12,202.18
2022-03-27,Printer,18,815.91
2022-02-17,Laptop,8,1392.1
2022-10-20,Tablet,8,550.77
2022-07-25,Laptop,2,1208.82
2022-12-08,Tablet,5,1823.03
2022-12-13,Laptop,15,1402.7
2022-11-22,Monitor,14,1777.85
2022-11-07,Printer,10,1617.22
2022-11-02,Tablet,4,783.35
2022-11-06,Laptop,9,1115.67
2022-07-10,Smartphone,1,803.26
2022-12-27,Tablet,5,251.38
2022-01-16,Smartphone,9,189.8
2022-05-08,Printer,6,640.83
2022-10-30,Printer,10,1050.24
2022-07-04,Printer,7,321.25
2022-05-10,Printer,13,1420.54
2022-06-14,Smartphone,10,872.55
2022-04-03,Laptop,17,447.89
2022-10-06,Smartphone,13,1960.31
2022-08-01,Tablet,5,1934.44
2022-05-21,Printer,2,1370.26
2022-04-25,Smartphone,17,1960.13
2022-11-17,Smartphone,6,1708.22
2022-10-31,Smartphone,2,1587.84
2022-01-07,Printer,4,1380.38
2022-02-25,Printer,11,263.63
2022-07-11,Tablet,17,394.75
2022-01-22,Monitor,9,977.85
2022-11-15,Tablet,4,598.01
2022-03-21,Laptop,1,1938.46
2022-10-11,Printer,4,658.0
2022-04-13,Smartphone,9,994.29
2022-08-05,Monitor,5,1218.06
2022-05-22,Printer,10,242.7
2022-03-26,Smartphone,12,1415.44
2022-03-18,Laptop,17,709.07
2022-09-15,Printer,7,1067.63
2022-11-03,Monitor,3,1589.56
2022-08-16,Printer,4,349.06
2022-03-19,Monitor,16,157.52
2022-06-11,Monitor,3,1887.31
2022-03-23,Monitor,3,451.46
2022-08-04,Tablet,18,565.79
2022-02-20,Laptop,9,268.61
2022-06-13,Printer,1,1790.9
2022-09-08,Printer,8,908.1
2022-08-01,Monitor,6,970.69
2022-07-30,Smartphone,9,1420.65
2022-06-12,Monitor,6,1875.57
2022-11-15,Printer,4,694.85
2022-12-26,Printer,16,861.48
2022-03-26,Printer,12,1717.33
2022-01-03,Monitor,14,1285.2
2022-01-05,Monitor,8,1517.67
2022-08-23,Tablet,19,1009.22
2022-10-02,Printer,8,262.56
2022-10-17,Printer,1,1390.56
2022-01-20,Printer,9,142.72
2022-11-25,Monitor,14,773.57
2022-07-14,Printer,19,245.06
2022-05-29,Monitor,8,1515.44
2022-04-26,Laptop,19,1529.55
2022-01-04,Tablet,7,581.73
2022-01-22,Laptop,15,1412.85
2022-11-23,Smartphone,4,614.2
2022-07-09,Laptop,6,1722.62
2022-01-12,Tablet,11,1086.21
2022-07-08,Smartphone,5,689.46
2022-11-13,Printer,2,130.4
2022-01-27,Printer,8,1670.85
2022-12-06,Printer,18,980.32
2022-05-22,Tablet,17,1117.43
2022-01-07,Smartphone,8,1356.19
2022-01-10,Smartphone,10,1801.3
2022-06-28,Smartphone,13,1007.63
2022-01-03,Printer,3,1708.56
2022-04-13,Monitor,13,480.05
2022-10-27,Laptop,9,1268.05
2022-02-23,Monitor,1,908.03
2022-06-11,Monitor,12,1903.83
2022-08-18,Tablet,17,816.46
2022-12-11,Laptop,8,1304.25
2022-07-30,Monitor,14,1960.64
2022-10-08,Monitor,7,1194.47
2022-03-11,Printer,1,621.43
2022-10-28,Monitor,3,273.77
2022-03-09,Monitor,19,1942.8
2022-10-09,Tablet,10,834.84
2022-10-09,Printer,13,1795.95
2022-06-03,Printer,11,414.57
2022-08-12,Monitor,1,1657.27
2022-12-14,Laptop,2,263.28
2022-07-08,Smartphone,12,1854.6
2022-02-10,Laptop,4,932.65
2022-06-22,Laptop,12,267.79
2022-08-26,Laptop,14,1024.32
2022-09-27,Monitor,17,1446.2
2022-06-14,Printer,1,217.89
2022-05-10,Tablet,15,486.19
2022-01-05,Printer,1,1194.33
2022-12-24,Monitor,9,583.92
2022-05-10,Printer,9,1173.03
2022-06-25,Monitor,6,735.32
2022-01-22,Laptop,6,203.94
2022-02-10,Smartphone,8,1190.17
2022-06-02,Printer,7,531.89
2022-02-15,Smartphone,18,690.58
2022-12-16,Smartphone,6,1853.15
2022-01-09,Smartphone,16,1982.08
2022-04-11,Monitor,15,890.67
2022-02-16,Tablet,12,239.13
2022-11-26,Printer,8,1242.16
2022-07-26,Laptop,6,1136.23
2022-08-29,Smartphone,19,297.62
2022-01-03,Monitor,17,1134.27
2022-09-21,Tablet,5,261.63
2022-02-05,Tablet,18,1220.46
2022-10-26,Smartphone,15,263.85
2022-08-31,Monitor,1,942.04
2022-08-26,Printer,6,1037.43
2022-11-15,Tablet,4,985.36
2022-08-07,Tablet,13,1755.99
2022-07-20,Smartphone,17,185.52
2022-01-27,Monitor,2,955.65
2022-03-30,Monitor,18,726.6
2022-09-26,Monitor,11,1303.42
2022-11-03,Monitor,1,1727.19
2022-11-20,Smartphone,7,385.84
2022-05-04,Smartphone,9,527.89
2022-10-08,Tablet,4,1088.01
2022-09-12,Tablet,16,129.7
2022-12-25,Printer,12,1634.49
2022-01-02,Laptop,10,1414.36
2022-11-25,Tablet,19,1472.6
2022-05-03,Smartphone,14,199.93
2022-08-24,Printer,13,1660.22
2022-03-18,Tablet,15,1219.06
2022-03-19,Printer,1,405.8
2022-11-28,Smartphone,10,348.08
2022-06-12,Monitor,17,943.54
2022-05-30,Printer,1,857.56
2022-02-17,Monitor,15,1434.76
2022-04-24,Laptop,6,1637.62
2022-03-05,Tablet,12,1762.66
2022-05-30,Smartphone,18,841.55
2022-03-14,Printer,3,276.43
2022-02-16,Monitor,9,208.43
2022-10-23,Smartphone,3,1174.18
2022-12-28,Printer,19,1285.66
2022-06-30,Monitor,7,651.21
2022-09-16,Laptop,17,1532.62
2022-04-05,Monitor,13,1379.26
2022-04-11,Laptop,8,1507.81
2022-03-24,Monitor,1,1148.47
2022-03-23,Monitor,7,1898.07
2022-05-01,Tablet,4,1777.89
2022-01-03,Smartphone,5,108.98
2022-01-13,Laptop,11,175.15
2022-06-13,Smartphone,5,1365.89
2022-04-15,Tablet,8,1556.74
2022-12-11,Monitor,10,258.34
2022-12-14,Laptop,18,890.9
2022-06-15,Tablet,14,1675.75
2022-03-16,Tablet,7,1045.89
2022-03-01,Laptop,16,1576.53
2022-08-21,Monitor,14,463.17
2022-03-14,Laptop,16,1009.08
2022-10-05,Printer,8,1059.56
2022-05-29,Tablet,16,1308.48
2022-05-03,Printer,13,1353.42
2022-10-16,Smartphone,11,1385.43
2022-01-04,Tablet,7,324.28
2022-08-25,Monitor,13,1265.11
2022-07-27,Tablet,18,1503.17
2022-06-21,Printer,16,1345.89
2022-07-26,Monitor,7,1201.3
2022-05-30,Tablet,3,445.68
2022-08-12,Laptop,17,1326.34
2022-02-28,Smartphone,17,710.21
2022-10-20,Printer,8,1310.13
2022-05-31,Tablet,8,542.63
2022-06-10,Printer,8,288.79
2022-04-23,Smartphone,13,1909.76
2022-08-20,Printer,14,354.3
2022-07-05,Laptop,6,347.81
2022-08-27,Smartphone,11,1636.17
2022-09-04,Laptop,10,1848.34
2022-05-20,Monitor,13,268.42
2022-04-22,Laptop,18,1435.19
2022-07-14,Printer,7,1739.92
2022-05-05,Printer,3,1768.72
2022-12-22,Smartphone,13,1178.01
2022-08-27,Monitor,14,570.15
2022-01-01,Laptop,7,150.41
2022-05-01,Printer,14,449.31
2022-03-30,Printer,17,819.54
2022-01-20,Tablet,5,867.26
2022-09-30,Tablet,12,1852.3
2022-06-26,Smartphone,17,625.18
2022-04-24,Smartphone,16,1915.19
2022-10-09,Tablet,12,1574.42
2022-01-27,Printer,14,757.21
2022-07-07,Monitor,13,888.38
2022-03-28,Monitor,12,1052.84
2022-03-21,Smartphone,4,1940.84
2022-06-29,Smartphone,10,1244.67
2022-02-24,Tablet,6,1108.21
2022-09-04,Tablet,12,1460.19
2022-11-13,Monitor,3,649.0
2022-08-21,Laptop,7,1587.5
2022-09-27,Printer,14,1368.82
2022-04-19,Laptop,8,1174.47
2022-08-26,Printer,9,814.11
2022-11-03,Monitor,14,676.64
2022-06-04,Laptop,10,134.21
2022-06-17,Smartphone,2,600.37
2022-03-09,Smartphone,1,1203.2
2022-09-22,Monitor,11,1497.14
2022-08-23,Monitor,7,1325.68
2022-02-08,Laptop,2,1147.05
2022-05-23,Smartphone,10,1194.96
2022-12-11,Smartphone,5,1783.31
2022-01-18,Laptop,10,127.74
2022-02-21,Smartphone,6,1888.42
2022-08-10,Laptop,7,232.26
2022-10-20,Laptop,18,1464.93
2022-03-21,Monitor,5,1993.76
2022-06-30,Tablet,13,693.9
2022-05-20,Monitor,3,1995.13
2022-07-28,Laptop,13,1414.2
2022-12-01,Laptop,5,1212.14
2022-10-08,Smartphone,19,1591.73
2022-05-02,Smartphone,16,625.64
2022-07-30,Monitor,7,1734.36
2022-12-10,Monitor,17,1901.87
2022-05-15,Tablet,15,1832.71
2022-06-26,Printer,7,1810.26
2022-02-08,Tablet,18,544.98
2022-03-16,Laptop,13,1295.5
2022-12-19,Monitor,10,1700.6
2022-02-18,Monitor,10,288.84
2022-08-05,Tablet,2,1017.81
2022-09-03,Tablet,7,950.36
2022-08-19,Smartphone,7,489.02
2022-09-12,Tablet,11,121.74
2022-07-22,Laptop,4,1328.24
2022-05-24,Smartphone,18,1171.95
2022-12-18,Smartphone,18,201.28
2022-10-23,Smartphone,19,1505.04
2022-01-07,Tablet,16,702.36
2022-04-11,Printer,10,182.15
2022-10-23,Printer,13,610.74
2022-11-22,Monitor,14,278.64
2022-08-16,Monitor,9,1542.25
2022-04-13,Monitor,18,1608.19
2022-04-02,Laptop,12,1884.48
2022-10-05,Printer,3,712.37
2022-12-23,Monitor,9,874.43
2022-07-06,Tablet,10,864.17
2022-05-26,Tablet,13,1495.95
2022-09-24,Laptop,11,136.46
2022-04-29,Printer,7,1318.15
2022-09-21,Smartphone,2,1294.26
2022-10-03,Smartphone,19,1202.84
2022-07-22,Printer,6,1629.91
2022-02-28,Smartphone,7,436.6
2022-12-13,Printer,8,1557.94
2022-06-02,Tablet,16,1978.15
2022-07-05,Laptop,2,289.12
2022-04-25,Tablet,19,872.8
2022-10-02,Monitor,11,1726.26
2022-12-28,Monitor,10,206.44
2022-08-24,Laptop,7,1484.51
2022-03-07,Laptop,1,187.01
2022-09-20,Laptop,4,1842.61
2022-02-20,Tablet,4,1442.34
2022-12-17,Laptop,14,887.55
2022-11-27,Tablet,3,1663.55
2022-08-20,Monitor,5,1027.51
2022-12-26,Smartphone,16,1847.05
2022-01-13,Smartphone,9,1101.08
2022-11-11,Tablet,1,1253.76
2022-10-21,Monitor,8,1248.15
2022-01-20,Printer,2,1467.24
2022-08-01,Printer,18,531.85
2022-09-27,Printer,9,480.13
2022-02-09,Monitor,8,344.25
2022-05-15,Monitor,15,805.09
2022-09-19,Laptop,9,862.47
2022-06-30,Printer,7,141.56
2022-08-15,Smartphone,17,1944.59
2022-09-22,Smartphone,13,674.85
2022-04-16,Printer,4,620.27
2022-11-17,Tablet,14,1766.35
2022-04-06,Smartphone,17,870.21
2022-10-22,Monitor,7,505.77
2022-05-03,Printer,1,1762.57
2022-10-04,Smartphone,19,109.19
2022-02-06,Laptop,4,1413.86
2022-09-25,Laptop,7,1517.56
2022-07-17,Monitor,6,1409.36
2022-09-12,Tablet,14,307.13
2022-01-15,Laptop,7,1771.83
2022-03-26,Tablet,1,228.61
2022-04-02,Tablet,14,844.63
2022-04-10,Laptop,8,1276.89
2022-06-23,Smartphone,18,1824.15
2022-08-03,Tablet,10,909.87
2022-12-31,Smartphone,16,1375.48
2022-03-27,Printer,14,409.03
2022-03-23,Printer,4,1377.8
2022-11-18,Tablet,4,1736.83
2022-04-27,Laptop,6,903.5
2022-06-16,Monitor,3,665.46
2022-08-30,Laptop,12,942.77
2022-10-05,Smartphone,19,1161.09
2022-12-08,Smartphone,13,1712.54
2022-05-14,Monitor,12,469.98
2022-06-29,Tablet,14,1485.42
2022-06-14,Printer,10,767.64
2022-07-31,Tablet,14,1216.02
2022-01-06,Monitor,2,1206.71
2022-03-14,Tablet,6,734.72
2022-12-23,Laptop,17,1931.6
2022-03-18,Laptop,14,705.49
2022-10-10,Monitor,7,1651.25
2022-08-03,Laptop,15,1748.33
2022-06-14,Laptop,13,156.83
2022-06-23,Printer,10,161.23
2022-04-08,Monitor,1,1540.2
2022-01-25,Smartphone,9,179.92
2022-05-31,Tablet,9,993.67
2022-08-08,Smartphone,13,875.71
2022-06-03,Smartphone,6,1427.84
2022-03-17,Printer,18,592.84
2022-08-19,Printer,16,456.28
2022-01-03,Laptop,11,750.37
2022-03-14,Smartphone,9,1017.1
2022-04-21,Monitor,18,572.6
2022-12-01,Tablet,3,1692.02
2022-03-13,Laptop,12,410.37
2022-09-12,Monitor,5,1098.4
2022-08-06,Laptop,16,953.51
2022-07-27,Monitor,13,1438.91
2022-09-06,Laptop,15,1189.28
2022-10-17,Tablet,9,1693.51
2022-12-06,Monitor,10,1170.28
2022-03-06,Laptop,6,523.83
2022-10-12,Tablet,11,496.67
2022-01-04,Tablet,3,122.42
2022-07-15,Tablet,8,1843.71
2022-04-29,Laptop,16,620.76
2022-07-09,Monitor,10,700.56
2022-06-15,Printer,6,327.34
2022-08-20,Printer,5,1479.48
2022-05-10,Monitor,9,1119.27
2022-04-02,Tablet,1,1244.16
2022-11-28,Laptop,16,867.78
2022-05-05,Smartphone,16,701.43
2022-10-27,Smartphone,10,855.65
2022-07-26,Tablet,12,456.77
2022-04-24,Monitor,5,610.37
2022-12-27,Laptop,19,297.06
2022-12-17,Monitor,1,687.29
2022-04-11,Tablet,8,463.87
2022-02-01,Laptop,6,1509.94
2022-05-11,Printer,11,546.75
2022-01-17,Monitor,8,892.64
2022-09-05,Monitor,13,1191.64
2022-03-05,Tablet,18,1922.68
2022-03-19,Monitor,18,1078.65
2022-07-19,Tablet,9,399.15
2022-02-10,Printer,14,437.3
2022-09-15,Tablet,6,416.33
2022-06-30,Tablet,15,274.66
2022-10-17,Laptop,2,951.0
2022-05-05,Monitor,1,1693.42
2022-12-10,Tablet,10,1499.03
2022-04-22,Tablet,6,1777.12
2022-08-23,Laptop,8,1991.96
2022-07-21,Laptop,12,1937.31
2022-02-09,Monitor,12,1065.26
2022-07-18,Laptop,15,228.11
2022-11-07,Monitor,18,914.18
2022-05-06,Monitor,8,363.73
2022-03-15,Smartphone,14,1433.02
2022-06-28,Smartphone,4,1178.5
2022-01-05,Tablet,4,363.96
2022-11-08,Monitor,3,908.66
2022-04-28,Monitor,1,1309.62
2022-08-20,Smartphone,2,277.94
2022-05-29,Laptop,6,1087.41
2022-11-10,Laptop,18,1904.09
2022-07-20,Laptop,18,503.31
2022-12-15,Monitor,10,1736.09
2022-01-31,Smartphone,4,1193.8
2022-08-25,Printer,15,909.29
2022-06-04,Smartphone,6,1561.62
2022-07-17,Tablet,2,386.07
2022-04-17,Laptop,18,1695.31
2022-06-08,Laptop,8,1275.08
2022-06-18,Monitor,1,1734.37
2022-10-28,Tablet,5,1980.06
2022-09-15,Smartphone,1,870.37
2022-03-03,Monitor,7,1940.39
2022-05-29,Printer,9,1425.49
2022-06-11,Laptop,11,1243.11
2022-03-27,Printer,8,529.05
2022-01-13,Laptop,1,1100.38
2022-10-02,Laptop,11,866.02
2022-05-04,Tablet,17,1950.78
2022-12-24,Tablet,8,1456.52
2022-04-14,Monitor,6,1354.16
2022-02-18,Tablet,18,1019.36
2022-01-03,Laptop,8,1956.38
2022-09-07,Smartphone,15,220.92
2022-09-10,Laptop,7,825.48
2022-07-30,Smartphone,10,1529.89
2022-03-12,Tablet,4,1493.08
2022-09-28,Printer,10,1170.18
2022-02-07,Printer,7,1630.67
2022-06-02,Tablet,13,1532.31
2022-11-13,Printer,2,1122.52
2022-08-03,Smartphone,9,1718.68
2022-01-10,Printer,18,1462.12
2022-04-10,Smartphone,2,951.36
2022-12-23,Tablet,12,662.27
2022-10-25,Tablet,2,1019.71
2022-08-22,Printer,5,1308.67
2022-07-18,Laptop,10,675.16
2022-06-23,Monitor,2,240.57
2022-08-05,Printer,9,396.43
2022-02-09,Tablet,9,1180.04
2022-07-05,Tablet,7,1100.4
2022-10-07,Tablet,1,607.44
2022-03-10,Monitor,4,486.35
2022-09-06,Monitor,1,622.21
2022-03-26,Laptop,1,573.3
2022-06-17,Monitor,2,1447.69
2022-01-29,Tablet,14,1410.79
2022-02-06,Printer,7,1646.06
2022-01-20,Monitor,4,1015.96
2022-05-26,Tablet,8,1917.29
2022-09-17,Printer,12,1647.43
2022-05-19,Monitor,14,1593.16
2022-09-12,Monitor,7,955.85
2022-03-27,Smartphone,2,1154.45
2022-02-21,Monitor,8,555.71
2022-10-26,Monitor,12,474.99
2022-05-22,Laptop,16,380.45
2022-05-02,Tablet,3,1437.23
2022-05-31,Smartphone,19,405.12
2022-11-29,Monitor,17,1610.99
2022-05-28,Tablet,9,199.24
2022-03-24,Monitor,13,1159.81
2022-05-29,Laptop,12,1026.11
2022-06-19,Laptop,17,1122.76
2022-11-21,Tablet,13,386.71
2022-09-27,Printer,10,634.48
2022-08-16,Monitor,4,190.46
2022-11-22,Printer,10,1056.7
2022-01-05,Tablet,10,1372.29
2022-06-01,Smartphone,16,923.88
2022-08-09,Smartphone,4,1849.63
2022-06-06,Monitor,16,1023.77
2022-09-15,Monitor,5,1860.63
2022-01-06,Smartphone,15,710.58
2022-10-17,Laptop,17,1348.6
2022-07-23,Monitor,9,351.72
2022-10-05,Tablet,11,637.0
2022-05-14,Monitor,14,553.82
2022-11-19,Tablet,14,1914.18
2022-03-18,Smartphone,5,1820.6
2022-12-12,Monitor,2,445.14
2022-04-26,Laptop,12,1976.01
2022-07-20,Tablet,6,1535.2
2022-03-28,Laptop,1,1014.2
2022-03-09,Tablet,16,1959.44
2022-04-11,Printer,14,1695.8
2022-06-11,Laptop,17,1558.64
2022-11-09,Laptop,2,585.45
2022-03-12,Laptop,12,751.94
2022-06-22,Laptop,12,677.33
2022-06-18,Laptop,13,1540.14
2022-04-13,Smartphone,18,559.47
2022-08-16,Monitor,8,941.52
2022-05-13,Laptop,9,1139.22
2022-03-01,Printer,15,650.39
2022-05-25,Tablet,7,148.21
2022-07-30,Smartphone,6,786.92
2022-04-19,Monitor,17,1460.87
2022-07-12,Smartphone,6,288.62
2022-12-23,Smartphone,12,1100.42
2022-07-02,Printer,1,1742.87
2022-01-09,Monitor,19,184.46
2022-05-12,Printer,16,852.55
2022-03-15,Printer,17,1740.76
2022-04-06,Monitor,10,1209.46
2022-05-09,Smartphone,13,386.05
2022-12-09,Smartphone,16,317.35
2022-08-10,Smartphone,19,179.99
2022-05-08,Printer,11,276.0
2022-12-13,Monitor,16,1675.35
2022-12-01,Smartphone,19,1019.09
2022-01-07,Tablet,3,831.05
2022-08-13,Printer,16,1280.65
2022-04-26,Laptop,11,974.8
2022-04-13,Smartphone,15,433.6
2022-08-14,Printer,17,1781.24
2022-02-22,Monitor,10,427.48
2022-01-03,Monitor,12,1442.58
2022-11-14,Laptop,4,1754.15
2022-02-01,Smartphone,7,1788.92
2022-09-15,Laptop,11,1554.85
2022-03-21,Monitor,3,135.56
2022-05-04,Smartphone,16,829.79
2022-12-03,Tablet,2,1623.82
2022-11-05,Tablet,19,402.2
2022-09-17,Tablet,5,1634.03
2022-11-08,Laptop,14,1468.83
2022-12-02,Smartphone,2,396.28
2022-07-29,Tablet,9,483.44
2022-02-14,Laptop,5,1411.04
2022-11-05,Smartphone,4,1756.27
2022-11-25,Monitor,3,1171.7
2022-09-29,Tablet,7,1311.53
2022-08-15,Tablet,17,1480.47
2022-12-15,Laptop,8,661.4
2022-04-23,Laptop,6,1212.41
2022-01-30,Tablet,15,550.73
2022-10-03,Monitor,2,914.95
2022-12-28,Laptop,3,647.35
2022-08-02,Laptop,6,761.41
2022-03-28,Tablet,1,1246.12
2022-10-19,Laptop,19,245.28
2022-01-22,Tablet,2,1593.23
2022-01-21,Tablet,18,907.75
2022-06-25,Smartphone,16,1694.62
2022-09-18,Laptop,1,1033.91
2022-06-17,Tablet,4,1205.05
2022-08-09,Laptop,5,1644.41
2022-03-23,Printer,18,171.57
2022-03-20,Printer,6,373.85
2022-10-28,Printer,8,337.07
2022-06-08,Smartphone,19,1502.31
2022-05-23,Smartphone,14,740.13
2022-11-10,Printer,15,397.83
2022-02-14,Monitor,3,1631.33
2022-08-24,Laptop,9,1644.71
2022-06-19,Smartphone,5,510.41
2022-08-13,Tablet,8,565.58
2022-10-21,Laptop,11,1143.76
2022-11-03,Tablet,6,1723.59
2022-10-07,Monitor,14,1551.74
2022-04-01,Smartphone,13,171.1
2022-05-27,Tablet,6,862.48
2022-10-08,Printer,8,880.73
2022-03-11,Smartphone,19,163.92
2022-02-18,Tablet,4,241.0
2022-01-17,Smartphone,12,1055.04
2022-05-29,Tablet,2,1164.34
2022-02-12,Printer,5,249.96
2022-07-31,Printer,3,294.98
2022-07-23,Tablet,15,1906.69
2022-07-24,Tablet,3,670.78
2022-12-04,Smartphone,13,1440.56
2022-03-04,Tablet,12,1208.07
2022-01-24,Printer,1,574.61
2022-02-02,Tablet,2,165.39
2022-07-28,Smartphone,14,917.86
2022-09-30,Smartphone,6,716.61
2022-06-25,Tablet,6,1553.47
2022-02-13,Monitor,18,1068.5
2022-06-02,Laptop,5,1100.64
2022-12-29,Printer,16,818.67
2022-12-21,Smartphone,15,334.02
2022-07-07,Smartphone,19,534.77
2022-10-12,Monitor,2,741.35
2022-01-12,Monitor,17,269.01
2022-12-22,Smartphone,16,141.06
2022-05-17,Tablet,10,479.0
2022-03-27,Tablet,19,1473.16
2022-02-22,Printer,1,249.83
2022-03-02,Laptop,17,1083.66
2022-04-23,Monitor,19,531.68
2022-10-31,Smartphone,14,749.13
2022-04-18,Printer,12,747.2
2022-12-01,Printer,17,1508.87
2022-10-30,Laptop,18,1945.89
2022-03-08,Monitor,7,1984.46
2022-11-16,Tablet,10,209.92
2022-05-02,Tablet,12,1935.37
2022-09-11,Monitor,15,621.72
2022-10-27,Printer,19,199.64
2022-01-05,Printer,9,318.95
2022-12-16,Printer,2,1154.58
2022-08-23,Smartphone,15,473.01
2022-12-01,Tablet,10,1537.43
2022-02-08,Smartphone,11,976.19
2022-07-19,Laptop,17,190.95
2022-06-19,Tablet,14,179.22
2022-12-24,Monitor,14,1885.84
2022-12-14,Printer,5,1903.43
2022-01-21,Laptop,12,1502.26
2022-06-24,Monitor,11,1995.34
2022-03-15,Smartphone,1,912.56
2022-10-11,Smartphone,9,1303.54
2022-05-29,Printer,11,699.51
2022-04-23,Monitor,8,114.04
2022-10-11,Tablet,14,332.26
2022-03-27,Printer,18,1471.36
2022-04-12,Tablet,16,709.5
2022-01-19,Laptop,7,1561.96
2022-03-04,Printer,11,690.95
2022-04-26,Monitor,14,1709.15
2022-06-29,Tablet,5,1096.28
2022-02-07,Printer,18,1752.23
2022-10-29,Tablet,10,1392.66
2022-04-02,Laptop,8,1247.29
2022-06-22,Laptop,19,624.65
2022-07-24,Laptop,16,931.73
2022-01-09,Monitor,4,945.25
2022-01-09,Laptop,19,1317.68
2022-01-21,Laptop,6,1867.01
2022-01-24,Printer,11,1285.79
2022-04-05,Smartphone,8,1497.95
2022-07-11,Printer,16,988.17
2022-12-15,Monitor,9,1399.25
2022-10-23,Monitor,10,797.68
2022-06-29,Laptop,2,911.51
2022-05-11,Monitor,3,1352.0
2022-01-21,Tablet,8,450.01
2022-01-08,Tablet,8,1303.08
2022-07-20,Tablet,15,220.2
2022-01-14,Printer,10,1246.96
2022-11-28,Smartphone,18,1768.34
2022-02-05,Smartphone,13,1297.65
2022-06-13,Smartphone,19,655.33
2022-02-14,Printer,3,1423.53
2022-05-24,Printer,9,1958.63
2022-01-11,Tablet,4,1523.27
2022-11-19,Laptop,3,1027.82
2022-12-20,Printer,9,273.08
2022-12-12,Monitor,10,989.9
2022-07-31,Laptop,2,417.41
2022-04-23,Monitor,11,1469.04
2022-12-12,Monitor,7,737.29
2022-12-11,Monitor,11,1564.64
2022-01-11,Smartphone,15,1737.67
2022-12-02,Laptop,13,1165.86
2022-12-06,Printer,10,181.09
2022-12-28,Smartphone,15,1054.96
2022-06-15,Printer,11,974.38
2022-09-15,Printer,9,276.77
2022-02-23,Laptop,16,1088.34
2022-04-03,Smartphone,11,1101.58
2022-09-20,Tablet,18,765.08
2022-10-23,Monitor,6,1796.02
2022-02-14,Tablet,7,1537.65
2022-08-05,Monitor,4,906.74
2022-07-08,Monitor,12,767.55
2022-04-17,Tablet,5,1073.62
2022-10-17,Printer,16,1551.03
2022-01-08,Smartphone,12,1711.15
2022-02-01,Monitor,1,832.93
2022-06-17,Smartphone,5,1663.61
2022-11-27,Laptop,3,1450.37
2022-02-06,Smartphone,18,1398.93
2022-08-19,Laptop,14,1056.8
2022-07-02,Monitor,1,1853.07
2022-10-19,Printer,16,591.96
2022-09-03,Printer,8,1811.69
2022-01-10,Printer,3,1263.82
2022-03-11,Laptop,16,702.03
2022-08-25,Smartphone,4,539.28
2022-04-28,Monitor,3,677.79
2022-08-05,Printer,3,783.19
2022-07-10,Monitor,15,1361.18
